1,1030,45.689413020678295,20.551376852214904,Petefi Šandora,43,0,5,3,,False
2,9,45.63351688465465,20.5795597481879,Železnička,68,0,6,3,,False
3,9,45.63374766191282,20.584552404785743,Branka Radičevića,14,0,7,1,,False
4,9,45.63717289026564,20.584829133282657,Karađorđeva,47,0,8,1,,False
5,9,45.639620385244555,20.585786377235397,Karađorđeva,39A,0,9,3,,False
6,9,45.63029589516503,20.588981833447548,4.oktobra,76,3,,2,,True
7,9,45.633995320323685,20.588618511760856,Mihajla Pupina,71,0,,3,,True
8,9,45.64105195432843,20.588693649237822,Đure Jakšića,29,0,,2,,True
9,9,45.64367772323704,20.587376823512177,Karađorđeva,21,1,,4,17,True
10,9,45.63313210680821,20.590139278657563,Branka Radičevića,31,1,,1,10,True
11,9,45.638059883977505,20.59244002649617,4.oktobra,47A,2,78,1,,False
12,9,45.640043282301065,20.59326098123159,4.oktobra,31,0,,2,,True
13,9,45.632335222797394,20.59436711829136,Branka Radičevića,47,0,79,2,,False
14,9,45.63147322502385,20.597145814093658,Branka Radičevića,58,0,80,2,,False
15,9,45.637663119990634,20.599488799205364,Gavrila Principa,35,0,81,2,,False
16,9,45.64426625791588,20.589891784090042,Đure Jakšića,19,0,,2,,True
17,728,45.661876253901276,20.58949314957842,Kiš Ferenca,29,0,82,2,,False
18,728,45.66330289890936,20.591251772416022,29.novembra,23,1,,1,20,True
19,728,45.66487497003577,20.59973601186669,1.maja,4,0,99,3,,False
20,9,45.64254489571461,20.603136195826234,Vuka Karadžića,6,1,,1,17,True
21,9,45.644383663883595,20.603024401820242,Svetozara Markovića,61,1,,1,20,True
22,728,45.666912633604476,20.61275444852845,Magazinska,1,1,,1,9,False
23,232,45.67949186372783,20.65276160180623,Alekse Šantića,55,0,143,1,,False
24,232,45.68547473643604,20.650432301378995,Jna,11,0,144,1,,False
25,232,45.68707093646322,20.650811737837525,Zmaj Jovina,30,0,145,2,,False
26,232,45.68739641981651,20.651375933240114,Zmaj Jovina,27,0,146,1,,False
27,232,45.68848651611782,20.651583890084524,Njegoševa,14,0,147,1,,False
28,232,45.690443055335976,20.65428895221882,Alekse Šantića,18,0,,2,,True
29,232,45.67950128228294,20.655725019819634,Karađorđeva,53,2,148,1,,False
30,232,45.68668260360031,20.65638061338381,Karađorđeva,30,0,149,2,,False
31,232,45.682274794344906,20.65854065133608,Nikole Tesle,46,1,,2,16,True
32,232,45.68804694179791,20.660532340338854,Njegoševa,51,0,177,2,,False
33,232,45.69263318178368,20.66048622830419,Nikole Tesle,12,3,178,1,,False
34,232,45.687913555528255,20.662417783974412,Njegoševa,59,0,179,1,,False
35,979,45.715653747987766,20.687548768748538,Đure Jakšića,167,0,180,2,,False
36,979,45.714291598477814,20.6893095429315,Nikole Pašića,11,0,181,1,,False
37,979,45.720004883293974,20.681411072939415,Partizanska,111,0,182,3,,False
38,979,45.7268579565098,20.68220656018073,Železnička,11,0,183,2,,False
39,979,45.717744686239456,20.69054475812228,Kneza Miloša,52,0,184,3,,False
40,979,45.720656995891375,20.69045003902489,Kralja Aleksandra,96,0,185,1,,False
41,979,45.729610199471324,20.69306532998425,Petra Kočića,9,1,,2,9,True
42,979,45.72127216789904,20.694450616718246,Đure Jakšića,95,0,202,2,,False
43,979,45.724517307094864,20.694112682024343,Kralja Aleksandra,62,1,,1,7,False
44,979,45.73186885283941,20.69390379802752,Partizanska,4,0,210,2,,False
45,979,45.73869365566825,20.694061249203916,Mihajla Pupina,51,0,211,1,,False
46,858,45.753424948007726,20.789989246466156,Železnički Red,11,0,,2,,True
47,1030,45.68752146383829,20.560961240989627,Jna,11,0,212,3,,False
48,9,45.636105092973594,20.583933611726426,Karađorđeva,64A,0,213,3,,False
49,9,45.63585343985584,20.584357472655583,Karađorđeva,55,0,,1,,True
50,9,45.63899596799869,20.5872969903656,Đure Jakšića,48A,0,214,1,,False
51,9,45.629111580470195,20.59628471146587,Gavrila Principa,71,0,215,3,,False
52,9,45.63111283679086,20.59891348166086,Branka Radičevića,64,0,,2,,True
53,9,45.631055436493334,20.599433871082553,Vuka Karadžića,75,0,216,3,,False
54,9,45.643949496518566,20.589735999553323,Đure Jakšića,21,0,217,2,,False
55,232,45.685261809824105,20.651680960629566,Jna,15A,3,218,2,,False
56,232,45.68477191950487,20.652162100426644,Jna,20,1,,1,3,False
57,232,45.69015908403945,20.651387795353234,Zmaj Jovina,22,0,222,1,,False
58,232,45.67394739478514,20.657522811353427,Kosovska,49,0,223,3,,False
59,232,45.6787043569038,20.658427288406674,Nikole Tesle,57,3,,2,,True
60,232,45.6877517415692,20.65951315024546,Njegoševa,48,0,224,3,,False
61,979,45.72191808251182,20.676443586054706,Železnička,51,0,225,1,,False
62,979,45.72287537047815,20.67757712906559,Železnička,41,0,226,3,,False
63,979,45.72451071264344,20.680006562040905,Kneza Miloša,3,0,227,1,,False
64,979,45.716634230437634,20.692401026095048,Kneza Miloša,70,1,,1,17,True
65,979,45.728141536320656,20.683268544018592,Železnička,2B,0,244,1,,False
66,979,45.72508451000126,20.68699128162032,Partizanska,70A,1,,2,7,True
67,979,45.72188390214525,20.691918475633447,Kralja Aleksandra,80,0,258,1,,False
68,979,45.71809907223149,20.69349225589278,Kneza Miloša,78,0,259,3,,False
69,979,45.724496671892716,20.693097061212523,Patrijarha Arsenija Čarnojevića,33B,1,,9,3,True
