1,5,,92.51
2,6,,109.39
3,7,,74.13
4,8,,82.39
5,9,,78.67
6,,,245.89
7,,,74.63
8,,,96.46
9,10,1,69.69
9,11,2,69.69
9,,3,69.69
9,12,4,69.69
9,13,5,69.69
9,14,6,69.69
9,,7,69.69
9,15,8,69.69
9,16,9,69.69
9,17,10,69.69
9,18,11,69.69
9,19,12,69.69
9,20,13,69.69
9,,14,69.69
9,21,15,69.69
9,22,16,69.69
9,23,17,69.69
9,24,18,69.69
9,25,19,69.69
9,26,20,69.69
9,27,21,69.69
9,28,22,69.69
9,29,23,69.69
9,30,24,69.69
9,31,25,69.69
9,32,26,69.69
9,33,27,69.69
9,34,28,69.69
9,35,29,69.69
9,36,30,69.69
9,37,31,69.69
9,38,32,69.69
9,39,33,69.69
9,40,34,69.69
9,41,35,69.69
9,42,36,69.69
9,,37,69.69
9,43,38,69.69
9,44,39,69.69
9,45,40,69.69
9,46,41,69.69
9,,42,69.69
9,47,43,69.69
9,48,44,69.69
9,49,45,69.69
9,,46,69.69
9,,47,69.69
9,50,48,69.69
9,,49,69.69
9,51,50,69.69
9,52,51,69.69
9,53,52,69.69
9,54,53,69.69
9,55,54,69.69
9,56,55,69.69
9,57,56,69.69
9,58,57,69.69
9,59,58,69.69
9,60,59,69.69
9,61,60,69.69
9,62,61,69.69
9,63,62,69.69
9,64,63,69.69
9,65,64,69.69
9,66,65,69.69
9,67,66,69.69
9,,67,69.69
9,68,68,69.69
10,69,1,60.22
10,70,2,60.22
10,,3,60.22
10,71,4,60.22
10,72,5,60.22
10,73,6,60.22
10,74,7,60.22
10,75,8,60.22
10,76,9,60.22
10,77,10,60.22
11,78,,100.0
12,,,74.38
13,79,,89.49
14,80,,92.92
15,81,,100.15
16,,,82.25
17,82,,81.35
18,83,1,69.73
18,84,2,69.73
18,,3,69.73
18,85,4,69.73
18,,5,69.73
18,86,6,69.73
18,,7,69.73
18,87,8,69.73
18,88,9,69.73
18,89,10,69.73
18,90,11,69.73
18,91,12,69.73
18,92,13,69.73
18,,14,69.73
18,93,15,69.73
18,94,16,69.73
18,95,17,69.73
18,96,18,69.73
18,97,19,69.73
18,98,20,69.73
19,99,,103.66
20,100,1,60.55
20,101,2,60.55
20,102,3,60.55
20,103,4,60.55
20,,5,60.55
20,104,6,60.55
20,105,7,60.55
20,106,8,60.55
20,107,9,60.55
20,108,10,60.55
20,109,11,60.55
20,110,12,60.55
20,111,13,60.55
20,112,14,60.55
20,113,15,60.55
20,114,16,60.55
20,115,17,60.55
21,116,1,66.01
21,117,2,66.01
21,118,3,66.01
21,119,4,66.01
21,120,5,66.01
21,,6,66.01
21,121,7,66.01
21,122,8,66.01
21,123,9,66.01
21,124,10,66.01
21,125,11,66.01
21,126,12,66.01
21,,13,66.01
21,127,14,66.01
21,128,15,66.01
21,129,16,66.01
21,130,17,66.01
21,131,18,66.01
21,132,19,66.01
21,133,20,66.01
22,134,1,67.3
22,135,2,67.3
22,136,3,67.3
22,137,4,67.3
22,138,5,67.3
22,139,6,67.3
22,140,7,67.3
22,141,8,67.3
22,142,9,67.3
23,143,,89.99
24,144,,103.49
25,145,,85.74
26,146,,71.13
27,147,,94.78
28,,,71.96
29,148,,100.0
30,149,,79.15
31,,1,65.76
31,150,2,65.76
31,151,3,65.76
31,152,4,65.76
31,153,5,65.76
31,154,6,65.76
31,155,7,65.76
31,,8,65.76
31,,9,65.76
31,156,10,65.76
31,157,11,65.76
31,,12,65.76
31,158,13,65.76
31,159,14,65.76
31,160,15,65.76
31,,16,65.76
31,161,17,65.76
31,162,18,65.76
31,163,19,65.76
31,164,20,65.76
31,165,21,65.76
31,166,22,65.76
31,167,23,65.76
31,168,24,65.76
31,169,25,65.76
31,170,26,65.76
31,171,27,65.76
31,172,28,65.76
31,173,29,65.76
31,174,30,65.76
31,175,31,65.76
31,176,32,65.76
32,177,,89.44
33,178,,236.71
34,179,,77.48
35,180,,75.82
36,181,,101.28
37,182,,73.08
38,183,,110.9
39,184,,87.02
40,185,,85.21
41,186,1,68.63
41,187,2,68.63
41,188,3,68.63
41,189,4,68.63
41,190,5,68.63
41,191,6,68.63
41,192,7,68.63
41,193,8,68.63
41,194,9,68.63
41,195,10,68.63
41,196,11,68.63
41,197,12,68.63
41,198,13,68.63
41,,14,68.63
41,199,15,68.63
41,200,16,68.63
41,201,17,68.63
41,,18,68.63
42,202,,103.3
43,203,1,64.05
43,204,2,64.05
43,205,3,64.05
43,206,4,64.05
43,207,5,64.05
43,208,6,64.05
43,209,7,64.05
44,210,,108.85
45,211,,82.07
46,,,76.09
47,212,,107.98
48,213,,92.56
49,,,82.21
50,214,,84.05
51,215,,73.29
52,,,96.33
53,216,,92.2
54,217,,95.3
55,218,,243.96
56,219,1,69.64
56,220,2,69.64
56,221,3,69.64
57,222,,85.18
58,223,,93.69
59,,,234.76
60,224,,73.67
61,225,,75.65
62,226,,73.71
63,227,,95.26
64,228,1,68.43
64,229,2,68.43
64,230,3,68.43
64,231,4,68.43
64,232,5,68.43
64,233,6,68.43
64,234,7,68.43
64,235,8,68.43
64,236,9,68.43
64,237,10,68.43
64,238,11,68.43
64,239,12,68.43
64,240,13,68.43
64,241,14,68.43
64,242,15,68.43
64,,16,68.43
64,243,17,68.43
65,244,,75.65
66,245,1,61.46
66,246,2,61.46
66,247,3,61.46
66,,4,61.46
66,248,5,61.46
66,249,6,61.46
66,250,7,61.46
66,251,8,61.46
66,252,9,61.46
66,253,10,61.46
66,254,11,61.46
66,255,12,61.46
66,256,13,61.46
66,257,14,61.46
67,258,,88.49
68,259,,77.51
69,260,1,62.13
69,261,2,62.13
69,262,3,62.13
69,263,4,62.13
69,264,5,62.13
69,265,6,62.13
69,266,7,62.13
69,267,8,62.13
69,268,9,62.13
69,269,10,62.13
69,270,11,62.13
69,271,12,62.13
69,272,13,62.13
69,273,14,62.13
69,274,15,62.13
69,275,16,62.13
69,276,17,62.13
69,277,18,62.13
69,278,19,62.13
69,279,20,62.13
69,280,21,62.13
69,281,22,62.13
69,282,23,62.13
69,,24,62.13
69,283,25,62.13
69,284,26,62.13
69,,27,62.13
70,285,,104.55
71,286,,108.76
72,287,,241.86
73,288,1,67.97
73,289,2,67.97
73,290,3,67.97
73,291,4,67.97
73,292,5,67.97
73,293,6,67.97
73,294,7,67.97
73,295,8,67.97
73,296,9,67.97
73,297,10,67.97
74,,,71.47
75,298,,100.0
76,299,,85.14
77,300,,100.0
78,,,100.89
79,301,,96.13
80,302,,84.4
81,303,1,61.63
81,304,2,61.63
81,305,3,61.63
81,306,4,61.63
81,307,5,61.63
81,308,6,61.63
81,309,7,61.63
81,310,8,61.63
81,311,9,61.63
81,312,10,61.63
81,313,11,61.63
81,314,12,61.63
81,315,13,61.63
81,316,14,61.63
81,317,15,61.63
81,318,16,61.63
81,319,17,61.63
81,320,18,61.63
81,,19,61.63
81,321,20,61.63
81,322,21,61.63
81,323,22,61.63
81,324,23,61.63
81,325,24,61.63
81,326,25,61.63
81,327,26,61.63
81,328,27,61.63
81,329,28,61.63
81,330,29,61.63
81,331,30,61.63
