6,6
7,7
8,8
11,9
15,9
22,9
45,9
50,9
54,9
55,9
57,9
75,9
79,10
88,12
92,16
96,18
98,18
100,18
107,18
119,20
137,21
144,21
166,28
169,31
176,31
177,31
180,31
184,31
223,41
227,41
238,46
241,49
244,52
253,59
273,64
279,66
315,69
318,69
332,74
336,78
357,81
373,81
375,82
385,91
386,91
388,92
399,103
404,108
407,110
413,110
414,110
424,111
439,121
444,121
450,121
468,131
477,133
480,136
489,139
498,139
499,139
511,148
516,148
533,155
542,155
575,166
580,168
582,168
587,168
627,189
646,191
647,191
650,193
651,193
659,197
665,203
666,204
681,207
684,207
686,209
687,210
700,214
701,214
709,220
712,223
717,228
732,229
738,233
752,246
770,251
771,252
798,260
813,263
817,263
830,275
831,276
858,283
861,283
877,289
879,289
886,289
899,301
915,301
920,304
933,308
936,308
949,317
971,325
981,326
1002,329
1006,329
1013,331
1020,331
1029,332
1033,332
1037,332
1045,334
1048,334
1054,334
1058,334
1059,335
1071,347
1078,349
1079,350
1085,355
1086,355
1097,356
1105,357
1108,358
1109,358
1121,360
1127,363
1135,365
1145,366
1146,366
1162,374
1168,374
1174,374
1176,374
1206,379
1215,380
1224,388
1229,388
1230,388
1256,391
1304,403
1307,403
1308,403
1358,412
1360,412
1367,416
1383,419
1388,419
1396,420
1399,420
1401,420
1422,433
1431,442
1432,442
1436,442
1447,443
1491,461
1516,473
1526,473
1528,473
1530,473
1536,473
1543,473
1547,476
1548,476
1585,490
1592,494
1596,498
1601,503
1614,510
1623,510
1624,510
1631,514
1655,521
1663,529
1677,537
1681,537
1704,540
1718,542
1727,549
1729,549
1733,549
1748,552
1760,552
1765,552
1768,552
1786,562
1790,563
1792,563
1815,579
1835,585
1846,594
1850,595
1851,596
1852,597
1860,602
1881,615
1889,615
1898,615
1900,615
1908,615
1910,615
1932,618
1958,625
1963,628
1973,628
1994,629
1995,629
1999,629
2010,636
2021,636
2029,636
2032,636
2079,652
2080,653
2081,654
2083,656
2085,658
2090,662
2108,664
2125,668
2139,668
2141,668
2142,669
2166,673
2179,674
2186,675
2195,675
2214,675
2216,675
2220,676
2232,679
2236,679
2240,679
2251,680
2252,680
2256,680
2262,686
2266,689
2271,689
2286,692
2295,696
2299,696
2311,697
2313,697
2319,697
2321,697
2327,701
2329,703
2331,705
2369,714
2374,714
2377,714
2378,714
2380,714
2386,715
2398,716
2404,716
2410,716
2423,721
2424,722
2446,742
2449,742
2452,742
2462,743
2473,750
2475,750
2483,750
2489,753
2491,753
2498,753
2511,758
2513,758
2521,763
2522,763
2537,766
2540,766
2543,769
2544,769
2549,773
2563,787
2571,793
2582,795
2590,796
2595,796
2596,796
2616,799
2622,805
2631,810
2650,811
2672,818
2674,820
2677,823
2679,825
2683,827
2688,827
2699,827
2700,827
2717,828
2726,828
2746,835
2754,840
2758,844
2766,850
2777,857
2802,863
2803,864
2818,868
2840,881
2844,883
2852,883
2855,883
2858,883
2865,883
2894,887
2895,887
2914,891
2915,891
2916,891
2926,895
2931,895
2932,895
2944,896
2959,906
2970,907
2972,907
3018,907
3049,913
3052,913
3070,920
3089,929
3091,929
3108,936
3109,937
3118,943
3121,944
3122,945
3123,946
3130,947
3136,951
3145,952
3164,952
3167,952
3168,952
3176,952
3190,958
3211,958
3220,959
3239,962
3296,978
3321,978
3330,983
3332,985
3358,992
3360,992
3365,993
3374,993
3375,993
3386,996
3390,1000
3391,1001
3395,1003
3409,1003
3416,1004
3417,1004
3430,1011
3438,1016
3439,1016
3460,1020
3474,1027
3492,1030
3521,1035
3534,1041
3544,1048
3547,1051
3550,1051
3565,1051
3572,1051
3574,1051
3576,1051
3591,1055
3598,1062
3606,1067
3609,1067
3614,1068
3637,1071
3651,1071
3654,1074
3657,1077
3683,1085
3691,1093
3695,1095
3696,1096
3698,1097
3702,1097
3704,1097
3726,1103
3739,1105
3743,1105
3759,1105
3763,1105
3799,1117
3800,1117
3802,1117
3812,1117
3814,1117
3836,1126
3837,1127
3847,1131
3851,1131
3857,1131
3858,1131
3861,1131
3865,1131
3867,1133
3872,1136
3893,1145
3898,1150
3901,1153
3908,1154
3915,1154
3934,1163
3948,1163
3955,1163
3961,1163
3965,1166
3971,1166
4030,1184
4052,1193
4056,1193
4057,1193
4080,1210
4109,1222
4119,1223
4150,1232
4161,1233
4191,1251
4192,1251
4205,1256
4206,1256
4209,1257
4212,1257
4234,1265
4248,1270
4250,1270
4251,1270
4270,1277
4274,1281
4279,1284
4300,1295
4301,1296
4303,1298
4304,1299
4310,1305
4326,1314
4351,1318
4354,1321
4356,1323
4367,1332
4370,1332
4375,1332
4402,1338
4404,1338
4416,1339
4424,1339
4435,1342
4459,1355
4499,1370
4521,1371
4528,1371
4583,1388
4591,1391
4614,1400
4620,1400
4621,1400
4648,1404
4664,1408
4674,1411
4675,1411
4680,1411
4693,1418
4709,1424
4716,1427
4756,1451
4759,1451
4768,1453
4773,1453
4774,1453
4791,1462
4794,1462
4806,1462
4807,1463
4825,1474
4840,1479
4842,1479
4843,1479
4846,1479
4847,1480
4860,1484
4863,1484
4869,1484
4872,1484
4878,1486
4897,1496
4909,1498
4911,1499
4913,1499
4924,1499
4929,1502
4943,1505
4946,1508
4953,1513
4962,1515
4974,1520
4978,1523
4979,1523
4985,1523
5001,1529
5038,1542
5063,1548
5071,1551
5081,1556
5096,1559
5102,1562
5106,1566
5107,1567
5108,1568
5118,1572
5134,1575
5149,1576
5150,1576
5152,1576
5160,1576
5165,1576
5166,1577
5175,1583
5176,1583
5177,1583
5186,1586
5190,1586
5199,1587
5201,1587
5204,1587
5207,1587
5216,1594
5218,1596
5234,1603
5235,1604
5243,1606
5246,1606
5248,1607
5265,1624
5278,1637
5288,1639
5295,1639
5313,1649
5316,1651
5322,1651
5327,1652
5332,1652
5345,1653
5346,1653
5348,1653
5355,1653
5358,1655
5359,1655
5363,1655
5392,1666
5403,1667
5430,1674
5431,1674
5444,1674
5447,1674
5458,1676
5471,1680
5491,1684
5494,1687
5503,1690
5549,1694
5566,1699
5584,1707
5585,1707
5586,1707
5589,1707
5590,1707
5598,1709
5600,1709
5607,1711
5618,1715
5632,1715
5636,1718
5649,1723
5670,1727
5682,1728
5685,1728
5688,1730
5700,1737
5702,1738
5703,1738
5732,1766
5748,1772
5751,1772
5756,1772
5758,1772
5762,1772
5791,1777
5793,1779
5798,1784
5808,1791
5810,1791
5814,1791
5823,1794
5825,1796
5829,1799
5877,1808
5878,1809
5886,1811
5897,1811
5904,1818
5920,1824
5929,1826
5939,1828
5947,1836
5948,1837
5978,1846
5980,1846
5992,1852
5999,1854
6001,1854
6007,1854
6016,1858
6054,1858
6059,1858
6068,1860
6073,1860
6080,1867
6092,1879
6114,1892
6118,1892
6123,1892
6133,1895
6135,1897
6142,1904
6144,1906
6149,1911
6152,1913
6155,1913
6171,1914
6175,1918
6181,1919
6183,1919
6193,1919
6196,1919
6201,1919
6251,1929
6270,1929
6290,1929
6302,1929
6317,1929
6324,1929
6345,1934
6356,1937
6357,1937
6360,1938
6380,1945
6383,1948
6396,1961
6412,1970
6430,1980
6432,1982
6462,1998
6476,2003
